followers_count,following_count,engagement_rate,account_age_days,posts_per_week,bio_length,profile_picture,username_randomness,spam_keyword_score,ff_ratio,label
126,6438,0.4904131503820424,12,27.910999737045884,26,1,0.5681459732600451,0.8844821016432225,51.095238095238095,1
17409,1112,2.0132949512056415,562,2.5782956657379965,130,1,0.0017455654700870293,0.08508527573220954,0.06387500718019415,0
33821,2856,4.970138096833079,447,1.147738611075039,80,1,0.21467453031114347,0.06439079570677647,0.08444457585523787,0
479,1818,0.00036150702770182397,83,9.437446396386818,14,0,0.9080397193572527,0.44596973842682086,3.7954070981210855,1
203,5192,0.6701092879670892,54,29.539331081200988,23,1,0.9613848171145161,0.7080196529132878,25.576354679802957,1
83,4212,4.22211513630165,157,9.80404819482303,49,1,0.6918304020799928,0.4570710613379607,50.74698795180723,1
459,752,0.3979276336290786,57,1.095611381441216,15,1,0.6920027924602428,0.3401794338928922,1.6383442265795207,1
414,5027,0.7329073888169771,74,14.093976620355983,16,1,0.3224838292474701,0.32212238400048565,12.142512077294686,1
363,3417,1.3715106639997252,42,2.6124614877428587,11,1,0.9334506618872707,0.4205487175221603,9.413223140495868,1
38956,1090,12.081876136363597,662,2.8935008555338135,27,1,0.13888739247140497,0.09148349499968782,0.027980285450251566,0
23683,414,11.613682127867321,335,4.769806801240087,186,1,0.09445980343179666,0.030969171110518914,0.017480893467888357,0
352,2607,0.19467444858391691,56,22.109889351810672,19,0,0.9014275395877758,0.46697187878063434,7.40625,1
362,4286,0.6824261652629995,63,20.621232530933927,14,0,0.9338280844961908,0.7004716667758022,11.839779005524862,1
281,6281,1.1568372229356054,82,22.02220593017634,8,0,0.5785150112341579,0.3957489504986181,22.352313167259787,1
389,2447,9.577418079152764,444,0.66172403714699,118,1,0.11654539778188924,0.03432754890644483,6.290488431876606,0
475,6283,0.9090207479041219,65,10.569070631302798,3,1,0.6986583085410949,0.3685443178620503,13.227368421052631,1
49212,2811,14.142063847429418,1872,4.182663049166018,125,1,0.1697906420798907,0.0911818569539447,0.05712021458180931,0
402,7096,0.31555812229475366,7,18.74826825322185,9,1,0.9528773316523516,0.6427200214667319,17.65174129353234,1
430,4472,1.1307205694675535,26,25.906395950142862,16,0,0.7145331263004527,0.37334931496431417,10.4,1
44742,2519,3.026982557533736,659,1.9685229391939425,51,1,0.16938645129594396,0.0258792408364524,0.0563005676992535,0
157,3386,0.6641038915596875,61,5.086905557133273,18,0,0.5909627010503145,0.8055958075917244,21.56687898089172,1
38823,1901,3.2916478265602445,958,2.2384542788440966,102,1,0.0010468609069894663,0.0615069754014698,0.0489658192308683,0
46960,1689,2.7099555785917184,734,3.3447177463390583,131,1,0.18365207517763377,0.09666222208961076,0.035966780238500855,0
14043,2516,6.514197025286117,1947,2.899631296755961,47,1,0.11625908355522749,0.0637302156538024,0.1791639962970875,0
379,3263,1.0351130312831966,18,23.20942185166002,5,1,0.3174131174102238,0.2109279067482336,8.609498680738787,1
39767,824,10.603101386522154,1233,3.975354568244043,43,1,0.1694308103003301,0.011239702717601297,0.020720698066235825,0
4214,376,7.472534142489039,1862,4.450930236431757,178,1,0.23363597017887888,0.08116270144448536,0.08922638822971049,0
475,1169,1.3425507882801553,71,6.427663030295532,28,0,0.37741044077476826,0.4193390860091733,2.4610526315789474,1
9635,759,3.3606091386496777,1085,1.4325903489599523,104,1,0.06020095401829331,0.0915814348190744,0.07877529839128178,0
617,988,2.9268619787347,941,2.8471972820511118,46,1,0.21438265193798092,0.07032772277324516,1.6012965964343597,0
17706,265,2.427623238996615,1175,2.3639041650732366,137,1,0.22632474975262887,0.09117851123817715,0.014966677962272676,0
357,3877,0.9048332034869455,81,16.63790656637969,10,1,0.39337946462424256,0.8644666600915611,10.859943977591037,1
1327,476,4.0823202969591925,260,5.453855438668872,39,1,0.3222197229858466,0.2609722902591168,0.35870384325546345,1
476,2349,0.25691011599935937,78,14.805924906978627,4,1,0.4755122782014381,0.882489111325629,4.934873949579832,1
257,7709,1.3073277846873717,62,19.022758352395172,25,0,0.9661062166079086,0.9865727893229967,29.996108949416342,1
118,7316,0.8046155746200456,34,27.825106538897266,20,0,0.43980996338568346,0.7712972219218446,62.0,1
12037,808,7.114749442983701,825,3.762415264658236,196,1,0.1290708247994185,0.005845798723687701,0.0671263603888012,0
11223,2732,14.725230652957427,1463,3.865273584854323,99,1,0.09081383791895256,0.0016671550599633102,0.2434286732602691,0
122,3460,0.2374293840886471,74,8.590982036614758,16,0,0.3148146697874268,0.3041514793606419,28.360655737704917,1
1183,1422,3.389554729231334,219,8.79646893582332,32,1,0.26970172100575235,0.3943985953322058,1.202028740490279,1
121,4987,4.973495795624249,242,4.319842433366522,37,0,0.5856265561897744,0.48027522725585137,41.21487603305785,1
105,727,0.9438287895124382,66,21.800114077746375,11,1,0.789059886056868,0.9165753397984011,6.923809523809524,1
348,722,1.3377303171099193,8,10.675377337349117,15,0,0.5060252209618651,0.3073907352749949,2.074712643678161,1
46518,1335,3.611154359446547,1770,4.62471485739085,165,1,0.13766511480914106,0.04801835152618879,0.02869856829614343,0
971,1533,3.006180289794526,179,13.262400099137318,18,0,0.6491105619547847,0.30366365168386356,1.5787847579814624,1
15505,1714,13.506777367739398,1619,0.8493834919495158,149,1,0.06215122115332658,0.05787564763599993,0.11054498548855209,0
465,1466,0.8801518617668869,71,19.663603694806923,17,1,0.6675716786995708,0.208187085127006,3.152688172043011,1
378,1859,4.689554767121717,80,3.457160334516946,41,0,0.25592297189881646,0.21261837357050536,4.917989417989418,1
37139,1550,8.926241196185106,1961,4.699072554837388,82,1,0.20490621738691123,0.030373504622509942,0.04173510326072323,0
8880,1521,13.996610216889609,1753,2.570010780113595,138,1,0.10500275107391571,0.07331603781367996,0.17128378378378378,0
2757,761,4.161580708733844,928,2.365113719927045,199,1,0.1220444188277035,0.009244951703706662,0.2760246644903881,0
390,711,11.280977493881345,1873,0.8190120915107841,160,1,0.22434642936592872,0.05059258001463939,1.823076923076923,0
41141,1531,6.664104783294111,808,1.4199825827729609,167,1,0.08481016529345908,0.013328425808217316,0.037213485330935075,0
5252,236,5.09126025307264,380,2.8239097469837495,118,1,0.08720797686465753,0.08403481775885081,0.04493526275704494,0
22871,1096,13.902150259412307,1211,1.1471645764166616,102,1,0.11877246821669202,0.008696702025593306,0.04792094792532028,0
439,5785,0.499035269539005,64,3.781662940821102,13,1,0.7269081144898764,0.251138531353551,13.177676537585421,1
2227,1355,5.941735410497939,621,2.8883180987907613,95,1,0.14891995604038238,0.028276545706009862,0.6084418500224518,0
10692,2763,1.7135847388353629,1184,1.907884223848085,164,1,0.06404787860983874,0.07777279100677931,0.25841750841750843,0
702,2799,0.7964804623554828,172,12.307234422046921,32,1,0.3197200467001971,0.3148029146375696,3.9871794871794872,1
201,4831,0.11750732664301,26,10.733547775252987,18,0,0.8837935334693674,0.6919473423337179,24.034825870646767,1
27054,1655,8.159237431581294,1604,1.7430679623881888,103,1,0.06926731242834991,0.09476861770642797,0.0611739483994973,0
5959,1362,13.351530647057922,1872,0.7143856584642797,53,1,0.20104139124597104,0.05382201018684753,0.22856183923477094,0
6454,88,8.345189902183455,580,0.7485013433436281,128,1,0.1262278628125348,0.001401451752605698,0.013634955066625348,0
271,7441,0.6238704814462642,79,1.908269885295022,6,1,0.5376457405419599,0.9856320700727856,27.457564575645755,1
381,1655,1.1223582092713502,69,28.043969090204985,9,0,0.38560210482641966,0.5398943416544089,4.343832020997375,1
216,1292,0.5046755277262652,72,3.9620043230712243,24,1,0.6107416886325778,0.7295341841263412,5.981481481481482,1
253,3602,0.8991458130414325,28,22.968144547733772,0,0,0.37628014051274106,0.8641111218213229,14.237154150197629,1
436,7385,0.7502969032841779,88,26.2146546348676,3,1,0.5446396276156706,0.6885142007373158,16.93807339449541,1
31416,1234,5.2062934290016925,699,3.5471858560595315,27,1,0.18003936523273506,0.0800137582752076,0.03927934810287752,0
378,2029,1.44212636676986,35,12.97067976440294,13,1,0.4623307852382404,0.356671393515387,5.367724867724868,1
32196,2076,5.271464138118671,853,1.4722705231014488,163,1,0.21536142150533105,0.0126110141678625,0.06448005963473724,0
5730,1669,7.525976727919905,1857,2.1964349386682605,126,1,0.14150460622195524,0.08911400917935094,0.2912739965095986,0
1054,1302,8.685307349155039,447,3.299178030669472,82,1,0.13868295082058857,0.08939335106699905,1.2352941176470589,0
45743,642,9.522925132583959,1990,3.4429734155291056,51,1,0.24035415491051237,0.09824825806012479,0.014034934306888486,0
241,1466,0.0984011474175443,10,5.761009570844885,20,1,0.6571511538548829,0.4781373931751291,6.08298755186722,1
39964,1937,3.2044260677002816,1197,3.832541254667795,172,1,0.08361063177952602,0.06802506883303741,0.04846862175958363,0
569,3305,2.941569227457359,255,3.9808419984602796,33,1,0.6214781141175576,0.13920937623317275,5.808435852372583,1
282,1575,0.10569101650043744,30,19.455810804726084,13,0,0.6665706799992897,0.2118641299453663,5.585106382978723,1
38560,2120,7.968973597488599,1892,3.8922336525614836,65,1,0.03329553141688085,0.045790029512707144,0.054979253112033194,0
14741,932,8.011811150946485,1160,1.7000383849788991,59,1,0.164525554514123,0.03009663196316217,0.06322501865545078,0
35395,2108,5.088990344833232,825,2.3394976755310943,135,1,0.10763395522825925,0.018424865157267423,0.05955643452465038,0
38860,2374,5.98624744229397,1857,4.312374975651117,188,1,0.2071632265295723,0.08695336718149799,0.06109109624292332,0
187,5911,0.48106824747644084,6,1.8467003279999783,20,0,0.37285316949277286,0.9423752494296358,31.609625668449198,1
8408,1004,7.884041536047959,1136,2.933305552098969,59,1,0.19966394508915913,0.012564349241231398,0.11941008563273073,0
42548,970,5.697540555101981,295,3.7815563431113937,147,1,0.20359598016727037,0.09122082367815257,0.022797781329322177,0
32682,1296,9.43878810421607,737,0.7005372055190562,77,1,0.24563031806400967,0.08843434279712875,0.03965485588397283,0
386,3861,1.4022330606657019,6,25.779984591712548,24,0,0.790214447718665,0.7563257188714447,10.00259067357513,1
48336,808,7.08112206548603,883,3.4149840482765392,24,1,0.2453143943478192,0.02436147919821943,0.016716319099635883,0
61,2449,1.2184759990711784,81,18.941323091862877,19,1,0.8327774119396805,0.9668130200020846,40.14754098360656,1
700,3068,0.7339844868852452,95,10.966652394178272,7,1,0.6261615873877575,0.32729112626666457,4.382857142857143,1
898,678,9.822746313083627,1320,1.973984743310596,184,1,0.042202501446141044,0.016874943839822954,0.755011135857461,0
57,1283,0.03457063260991111,56,2.897660474835967,12,1,0.48514501134323496,0.489834398653189,22.50877192982456,1
298,3003,0.8312718831731982,53,16.996920096904212,13,1,0.3850578186763663,0.6915280074537327,10.077181208053691,1
462,6747,0.3368735739808516,45,18.04232166010834,18,0,0.9869639730283364,0.4905969428497418,14.603896103896103,1
26846,637,10.35226957958236,1579,2.0012305506306944,95,1,0.048928160024912265,0.08908321482896336,0.023727929672949417,0
413,4972,0.26461786564182926,7,24.96284208249345,11,1,0.8817890517024218,0.5726970469570947,12.038740920096853,1
422,2385,1.0785342306504015,13,10.220004624652338,20,0,0.56428179609689,0.5006074782431704,5.651658767772512,1
6495,843,8.536660788552012,272,2.0163412657285544,168,1,0.1950531621339084,0.05711991839629137,0.12979214780600462,0
414,4087,0.056730204828052966,22,3.4042091288231733,5,0,0.5667765282057979,0.6641410958372271,9.871980676328503,1
221,3465,0.8989162767353878,52,29.750983830556876,20,0,0.3326884725195791,0.5882026036745815,15.678733031674208,1
15538,1337,6.112605775608431,1330,2.9902055725701833,183,1,0.1614312608377634,0.04350145943402234,0.08604711031020723,0
40,2537,0.1911121075431435,17,1.4197359040926405,21,1,0.3971431188788415,0.7315003286812498,63.425,1
486,5849,0.5501281146389101,1,22.752259223991143,4,1,0.6564481096722298,0.6062896300927951,12.034979423868313,1
46776,2415,2.695500387013759,693,0.5019925164674355,75,1,0.21054134416259526,0.013443342736955001,0.05162904053360698,0
64,7163,1.2599973348659144,72,19.029880717721383,17,0,0.37014794433536713,0.8269623910087802,111.921875,1
36412,1255,4.608323273776245,1443,1.0332156144578026,84,1,0.22154282351399826,0.04111443364799871,0.03446665934307371,0
1847,2425,0.02939784671225465,73,12.1745618540478,22,0,0.3738825104573139,0.4694374521845309,1.312939902544667,1
976,3991,2.850516457736514,281,7.798516451955858,8,1,0.3340058660430376,0.4808695349825125,4.089139344262295,1
401,4554,1.8831992589859787,118,3.1187776216814624,59,1,0.47198678948823963,0.26396439526738874,11.356608478802993,1
462,3681,1.2049568602770502,88,17.706935922190763,6,1,0.44455921545084875,0.3261509376585179,7.967532467532467,1
427,7825,0.9085488606898136,6,16.18847551805511,1,1,0.40113298761622374,0.8491260021605249,18.32552693208431,1
22887,1444,9.995533881144938,1752,0.627400734812005,146,1,0.04195364891150716,0.009135324272355583,0.06309258531043824,0
467,4315,0.45481229063951234,11,24.475657672370712,21,0,0.6458300068550133,0.2968650385931702,9.23982869379015,1
45958,1704,4.211597713140971,1075,2.2216114560678593,81,1,0.20343083593055686,0.02035348738868964,0.03707733147656556,0
474,886,0.11804651279309858,68,23.908432667256747,5,1,0.3990841956914763,0.2888419555024875,1.869198312236287,1
497,4678,1.3673653308945788,45,8.646080815501165,15,0,0.5543747356024886,0.4454182010822659,9.412474849094567,1
48296,1361,4.727246984663086,1482,2.179669165082415,147,1,0.07801601116300516,0.013341633552320709,0.028180387609739937,0
26570,552,3.6503805107778695,1791,4.4999934080163335,59,1,0.060167628689288266,0.0006183822640896675,0.020775310500564546,0
1605,3291,4.250962000976271,254,13.172427631530425,4,1,0.6884637571168976,0.36790756095584054,2.0504672897196263,1
34377,1001,9.502961887321206,1940,3.548934254765903,170,1,0.09838883402657889,0.022516102421593187,0.02911830584402362,0
3069,1034,9.342582719047769,1339,4.771438820917305,126,1,0.07140649714056077,0.08955557408738851,0.33691756272401435,0
136,3846,0.084773536195136,44,25.886378522976752,12,1,0.5467017178869185,0.6844562191151442,28.279411764705884,1
24003,2031,12.741186336185084,1016,4.290464771374703,149,1,0.20599941296999458,0.023503129881191867,0.08461442319710036,0
40318,2254,6.409857184207893,397,2.473055218627602,186,1,0.14420197990956396,0.06659471660804643,0.0559055508705789,0
211,7142,0.8696056724096579,27,16.89038829514989,21,1,0.46025963529761166,0.7681160300772027,33.84834123222749,1
226,3791,0.2259164296027787,40,26.381909799176533,16,1,0.3701623147234002,0.8863659643180066,16.77433628318584,1
108,5963,0.5675213725239704,74,15.307412994094369,19,0,0.913843252309593,0.5823018445224462,55.21296296296296,1
257,5690,0.505271552170729,36,25.19294172115809,7,1,0.38024796050999476,0.2658823922694065,22.140077821011673,1
1438,4582,1.0280245951956668,272,10.15326523138063,4,0,0.544771591828799,0.19191827344210377,3.1863699582753826,1
732,1506,4.413072138319272,259,1.0198550818748164,33,1,0.42165339668487023,0.34992925683737514,2.057377049180328,1
24748,2367,3.1975104093897593,1238,4.965990302186506,123,1,0.019189515472184504,0.03358163646415346,0.09564409245191531,0
11611,2676,5.397255539663615,784,3.3621911095098573,130,1,0.04522297534472458,0.0014196634471723701,0.23047110498665058,0
25551,2810,6.7157102829522595,1078,1.543026156302075,95,1,0.12080801896885879,0.0184101323360957,0.10997612617901452,0
135,5904,0.9979092543553663,11,2.6546068709704205,0,0,0.5006614739130768,0.4642488043174773,43.733333333333334,1
2002,469,10.262507893724306,719,2.8204673263540405,45,1,0.10395464200460275,0.08533171866665862,0.23426573426573427,0
29324,1675,10.564233038663295,1760,4.088963122417398,122,1,0.1295193745100862,0.021758793993164452,0.057120447415086616,0
232,2296,1.4845625395771578,47,7.5973136220830675,27,0,0.2044331390668117,0.3794285940522931,9.89655172413793,1
617,505,1.0727011060164326,261,13.442025324578449,33,0,0.3958159779769085,0.1411395888247219,0.8184764991896273,1
499,1965,1.2308646590007746,20,21.553418439072484,13,1,0.5749326432473034,0.7342881777917445,3.937875751503006,1
377,1472,1.4950249169020196,45,23.167774939595933,3,1,0.89600708743178,0.9639117680074063,3.9045092838196287,1
11165,1113,11.864272488901534,1646,3.6054345120702953,148,1,0.12031948780480925,0.03547972896563887,0.09968652037617555,0
381,7294,1.4052801451365229,20,17.576928100582705,4,1,0.937526268916703,0.7226172526661949,19.144356955380577,1
485,807,1.0359229685799545,31,19.15025251743269,4,0,0.6703722873623069,0.8102843823170973,1.663917525773196,1
13416,503,12.032876356306382,341,4.852686143868645,171,1,0.12065030891538017,0.07180681612008609,0.037492546213476446,0
256,3633,0.16928721706914335,39,19.80356708988522,11,0,0.4241178774658514,0.3675358534402247,14.19140625,1
47480,2980,2.090430949379588,1888,3.0893422427876676,74,1,0.0033072032263234963,0.04528833604155117,0.06276326874473462,0
18155,1849,2.615338456700127,688,4.467481170497207,194,1,0.0825389875789011,0.06459278930230393,0.10184522170201046,0
43773,2903,12.630939633107257,1278,1.0918322011237005,37,1,0.16492256823261858,0.014795833410940585,0.06631942064743107,0
245,2164,0.8004253969638162,6,9.751729301754459,25,1,0.9582809605835299,0.523449944975807,8.83265306122449,1
363,6252,1.3683818416517335,5,10.53731496849985,19,1,0.9917424449088819,0.8657806268031245,17.223140495867767,1
17512,874,8.069068440290668,1573,3.7074995429757394,127,1,0.13666931622432793,0.041616094640615775,0.049908634079488354,0
24666,776,6.575904014207704,1864,2.73066687604351,89,1,0.22730053405162176,0.018830252491710643,0.03146030973810103,0
1482,3800,3.293621671137031,201,14.976244180275417,1,1,0.6044115499913973,0.16312035081026632,2.5641025641025643,1
13700,177,12.994556606942082,1093,0.6327682481534267,187,1,0.06219794718479427,0.036229349000020485,0.01291970802919708,0
47520,96,7.95644647677497,699,3.073604917327703,48,1,0.01763390939823914,0.03545482088286074,0.00202020202020202,0
33,4265,0.1700806433288588,86,26.40743983426691,11,0,0.7815888150665689,0.6793405081684623,129.24242424242425,1
19,4781,0.45396051095522183,84,11.917263944005056,21,1,0.8005739295326624,0.2518177596201614,251.6315789473684,1
35935,1570,7.063767558547417,1314,1.8355400690893275,109,1,0.10434869558228699,0.014424002111810353,0.04368999582579658,0
61,3727,0.3348831016040414,87,19.34016858216853,2,1,0.8068951851828432,0.8253778127903677,61.09836065573771,1
365,6255,0.3504371454728498,71,4.809614141008032,10,0,0.9468544637059886,0.9913473314928767,17.136986301369863,1
46136,1982,8.821909477226466,393,4.472304713030399,114,1,0.16730475748121668,0.048417303216340746,0.04295994451187793,0
48412,1597,10.730680425290075,339,4.386386395834772,80,1,0.010374331377476592,0.09845758963761131,0.0329876890027266,0
306,7495,1.430555439737562,57,19.84081180983917,6,1,0.5440919675900848,0.9417398701887911,24.49346405228758,1
311,7505,1.4568298678282416,33,0.2570763243222207,1,0,0.579654532682395,0.46175328466313037,24.131832797427652,1
7,3125,0.5316359879810792,27,5.347853444663205,5,1,0.7260812695179606,0.6248025037943701,446.42857142857144,1
30055,2144,3.5113900555976287,909,2.3717475706183477,195,1,0.04036445851606002,0.022438297979979552,0.07133588421227749,0
593,1591,2.908927630972627,258,1.191487115465018,2,1,0.436463454681965,0.19854853325905092,2.6829679595278244,1
175,3447,1.2444657080293926,50,14.79230129362722,4,0,0.7820405029303803,0.5342849492177051,19.697142857142858,1
21368,1754,11.920079303451887,1092,2.366668037250262,55,1,0.1433908200066775,0.058623549878076164,0.08208536128790715,0
4755,1842,7.231120240150886,1547,4.327122266423769,141,1,0.21541622117477524,0.019225791846809195,0.38738170347003154,0
32762,2426,1.9615348401786354,1180,4.1363567706012345,122,1,0.012173712099982442,0.0050175350319974004,0.07404920334533911,0
272,5752,0.08273488590267819,44,20.67784906397865,17,1,0.9168381376889485,0.47560148411396935,21.147058823529413,1
14588,619,7.542639694322929,1286,4.513518964654532,48,1,0.12087452127670095,0.053758113805151435,0.04243213600219358,0
20350,1341,5.019629548918873,966,1.7042035948776837,143,1,0.030624465491497305,0.09840894639665143,0.0658968058968059,0
17219,964,3.4072536652193284,1654,0.7272002498558356,178,1,0.04221461584259875,0.013566146716037775,0.05598466809919275,0
379,6482,1.4109599987791708,51,12.843701034551241,24,0,0.7699124591654614,0.25946469788286414,17.102902374670183,1
204,2333,1.007668905382299,18,16.01785321497303,24,0,0.5137670373779246,0.3724346280836363,11.436274509803921,1
194,1468,0.2650234712644578,70,27.99931141045016,18,0,0.6470880217728168,0.3506774986315601,7.56701030927835,1
408,697,2.8087772627219505,169,2.1029489940548007,3,0,0.2901477303483902,0.15090059191358232,1.7083333333333333,1
1446,1886,0.8741964465778662,197,7.961436722653886,24,0,0.34395295219874145,0.37025110707948017,1.3042876901798064,1
716,3462,4.738733658066757,243,7.489731126237601,4,0,0.2512083588388795,0.25781568329697024,4.835195530726257,1
524,4130,3.807707740380545,139,12.31918582564575,57,0,0.6243138993604891,0.25622975103698753,7.8816793893129775,1
21806,231,3.6838168532534796,1641,1.622859650772119,163,1,0.16557843468268,0.08771275618985018,0.010593414656516555,0
394,2598,1.2186204864358507,10,19.998401597828547,1,1,0.8029090323148789,0.5133822109049426,6.593908629441624,1
10060,1104,4.081074469774652,1226,2.6117835229660566,128,1,0.19419960930215768,0.044687419520043896,0.10974155069582504,0
12383,1884,12.602311154030284,1824,4.997947634235924,103,1,0.14097323026385059,0.08634315777893846,0.152144068480982,0
445,1520,0.9347586367982809,19,16.27643586901938,12,1,0.5901645805731267,0.24139638373528094,3.4157303370786516,1
209,7878,0.41940214896769773,12,16.8843783286089,27,0,0.37963372373645626,0.9903861155362088,37.69377990430622,1
1690,456,3.190775327434154,80,13.350973765442388,24,1,0.45648037412961956,0.3607817379936681,0.2698224852071006,1
7110,695,14.893799770599077,1750,3.294088655979686,78,1,0.09523796125586875,0.050463728797743496,0.09774964838255977,0
25,1529,0.9267197918839296,52,19.131085531257863,19,0,0.5099200180390634,0.7745903959850275,61.16,1
2768,2789,9.812517296220278,695,1.5762145000200936,150,1,0.10819287108545472,0.0387223141210207,1.0075867052023122,0
28216,934,4.543423198759867,1506,3.9122028142522662,125,1,0.24145807992958315,0.03422255247789046,0.033101786220584066,0
332,2992,0.9321966339851768,57,11.775785952534816,20,0,0.33733811410362846,0.6800991519515973,9.012048192771084,1
174,1282,0.05654608563400593,38,7.499962056714953,22,1,0.8876966945327953,0.9283288716624929,7.367816091954023,1
14799,2911,8.381277331147924,1611,3.03646986962943,161,1,0.20059900763840813,0.06916434019733182,0.19670247989729037,0
395,5758,0.37341528719530914,56,15.90346695105946,22,0,0.41697006143594373,0.9652391269833653,14.577215189873417,1
38957,2632,6.0665519219867035,723,2.493767130486895,142,1,0.2118869082636841,0.0777984971570937,0.06756167055984803,0
33170,181,4.6665774600201875,1507,4.279172729654889,138,1,0.04427056384932246,0.057982957604772505,0.005456738016279771,0
333,7360,0.6774584932782568,88,1.411171602442437,12,1,0.5091621448582921,0.6688131019826373,22.1021021021021,1
22172,1171,4.988826873939544,1732,3.529608977095392,190,1,0.1258362826515385,0.09237313958767762,0.05281436045462746,0
84,4941,3.2505027632527694,233,11.382523675206736,52,1,0.4825761523386445,0.12687883924108526,58.82142857142857,1
20866,2762,10.504115479377248,1627,2.3042379311287102,148,1,0.08748446339267851,0.033487829013698504,0.13236844627623887,0
1885,2742,7.8656882113839215,1843,2.6418547895524513,185,1,0.13608622190858027,0.060079214933961914,1.4546419098143235,0
31671,1761,2.2732833895479154,1583,4.563921775444422,149,1,0.2418177975925744,0.07322192063122222,0.055602917495500614,0
1432,1856,4.831592459535498,92,8.96276743532028,7,1,0.36742810728810593,0.32576117020424,1.2960893854748603,1
252,1629,0.7701517456887301,34,13.78449903150496,20,1,0.9085380755351486,0.5710637854533057,6.464285714285714,1
452,2275,0.8233987867490065,6,16.824370253325515,1,0,0.349956909722566,0.6733350564748031,5.033185840707965,1
10023,2918,14.511600719011739,627,2.9076147706951976,66,1,0.10881556991413846,0.055057063454136426,0.29113040007981644,0
15908,1298,6.205744507766601,617,4.204223738189867,67,1,0.24812865504049283,0.09095953911109445,0.08159416645712848,0
33507,1004,7.73339298376716,1776,1.404793184224753,195,1,0.18724078771509964,0.07623612137071728,0.029963888142776136,0
322,6999,0.3812209201917216,77,11.819334867517306,25,1,0.5458005833897684,0.21192821132384632,21.736024844720497,1
327,7074,1.4806501288861749,6,9.431551232023754,23,0,0.7675536148190196,0.8416500474486426,21.63302752293578,1
443,3456,1.0715813430559384,26,23.79894230096205,3,0,0.35093366336773896,0.48097570453405575,7.801354401805869,1
368,4760,0.042287010670833236,73,5.15102509650927,5,0,0.7631725425022712,0.6749220635574483,12.934782608695652,1
180,2069,0.05144685195496751,56,10.363834544048064,15,0,0.7121316244955067,0.4909021990169256,11.494444444444444,1
126,555,0.03704594652916693,64,5.10390982150827,1,0,0.7918389744265564,0.4154855345443953,4.404761904761905,1
249,604,0.2727126985004246,11,20.621173972734198,6,0,0.927926961375479,0.31042208715031744,2.42570281124498,1
35943,2253,6.1047153304019774,610,4.708836943453974,185,1,0.05516276490543712,0.08583229388788581,0.0626825807528587,0
472,2811,0.17769255764172276,71,17.898915970714235,15,1,0.48982444999784236,0.857937848013022,5.955508474576271,1
370,4572,0.3117357621882537,72,3.7850877044621023,9,0,0.6075122906295978,0.25665176110861165,12.356756756756758,1
26456,2100,10.786435483378854,916,2.162668703141211,102,1,0.059370826292345996,0.07193881555748204,0.07937707892349562,0
10,3958,0.3168123878819275,88,7.9768572608178605,20,1,0.6389491460318534,0.5735995356265762,395.8,1
24033,2433,2.127757916940884,1833,1.890301955306687,181,1,0.1820291093340416,0.056585178741067194,0.10123580077393583,0
